Ticker Symbol,Sector,Date,Price,Open,High,Low,Volume,Change
AP,Industrial,7/22/2013,33.9,34,34.3,33.85,890.20K,0.0%
AP,Industrial,7/23/2013,35,34,35,34,2.40M,3.2%
AP,Industrial,7/24/2013,35,35,35,34.9,2.82M,0.0%
AP,Industrial,7/25/2013,34.9,35.1,35.2,34.9,1.51M,-0.3%
AP,Industrial,7/26/2013,35.1,35.1,35.1,34.95,1.05M,0.6%
AP,Industrial,7/29/2013,34.95,35.3,35.3,34.75,501.60K,-0.4%
AP,Industrial,7/30/2013,34.95,34.9,35,34.9,415.40K,0.0%
AP,Industrial,7/31/2013,34.95,34.9,35,34.9,2.27M,0.0%
AP,Industrial,8/1/2013,34.35,34.95,34.95,34.35,530.30K,-1.7%
AP,Industrial,8/2/2013,34.25,34.5,35,34.1,1.49M,-0.3%
AP,Industrial,8/5/2013,33.45,34.8,34.8,33.2,730.40K,-2.3%
AP,Industrial,8/6/2013,32.05,33.5,33.5,32,2.04M,-4.2%
AP,Industrial,8/7/2013,32.35,32.05,32.35,31.8,689.10K,0.9%
AP,Industrial,8/8/2013,31.6,32.35,32.35,31.15,3.08M,-2.3%
AP,Industrial,8/12/2013,32.35,31.4,32.35,31.3,335.70K,2.4%
AP,Industrial,8/13/2013,33.6,32.5,33.6,32.45,1.32M,3.9%
AP,Industrial,8/14/2013,33,33.9,33.9,32.85,792.40K,-1.8%
AP,Industrial,8/15/2013,33.1,33.5,33.5,32,2.24M,0.3%
AP,Industrial,8/16/2013,32.95,33,33.9,32.75,956.40K,-0.5%
AP,Industrial,8/22/2013,31.4,31.5,31.8,31.05,3.69M,-4.7%
AP,Industrial,8/23/2013,32.8,31.45,32.8,31.45,1.51M,4.5%
AP,Industrial,8/27/2013,31.45,31.1,31.5,30.9,5.55M,-4.1%
AP,Industrial,8/28/2013,31,30.9,31,30,4.74M,-1.4%
AP,Industrial,8/29/2013,31.3,30.8,31.7,30.3,3.38M,1.0%
AP,Industrial,8/30/2013,32.5,31.85,34,31.55,3.52M,3.8%
AP,Industrial,9/2/2013,33,32.75,33,31.85,778.50K,1.5%
AP,Industrial,9/3/2013,32.15,33,33,32,1.58M,-2.6%
AP,Industrial,9/4/2013,31.15,32.15,32.15,31.15,2.13M,-3.1%
AP,Industrial,9/5/2013,31.25,31,31.4,30.8,2.50M,0.3%
AP,Industrial,9/6/2013,31.1,31.55,31.65,31.1,1.68M,-0.5%
AP,Industrial,9/9/2013,32,31.15,32.2,31.15,1.40M,2.9%
AP,Industrial,9/10/2013,32.4,32.3,32.75,32.05,3.78M,1.3%
AP,Industrial,9/11/2013,33.45,32.75,33.75,32.4,5.88M,3.2%
AP,Industrial,9/12/2013,33.8,33.55,34,33.15,2.02M,1.1%
AP,Industrial,9/13/2013,32.9,33.85,33.85,32.6,2.03M,-2.7%
AP,Industrial,9/16/2013,32.6,32.6,33.95,32.55,2.74M,-0.9%
AP,Industrial,9/17/2013,34.1,33.6,34.1,33.3,3.06M,4.6%
AP,Industrial,9/18/2013,34.55,34.1,34.7,34,1.72M,1.3%
AP,Industrial,9/19/2013,33.5,34.75,34.8,33.5,4.54M,-3.0%
AP,Industrial,9/20/2013,32.7,34.3,34.3,32.7,2.79M,-2.4%
AP,Industrial,9/23/2013,33.2,33.5,33.5,33,2.10M,1.5%
AP,Industrial,9/24/2013,33.35,33.2,33.35,32.6,4.02M,0.5%
AP,Industrial,9/25/2013,33.1,33.35,33.35,32.4,3.87M,-0.8%
AP,Industrial,9/26/2013,33.3,33,33.35,32.65,1.78M,0.6%
AP,Industrial,9/27/2013,32.65,33.65,33.7,32.65,1.17M,-2.0%
AP,Industrial,9/30/2013,31.5,32.5,32.65,31.5,2.63M,-3.5%
AP,Industrial,10/1/2013,32.05,31.45,32.9,31.45,1.68M,1.8%
AP,Industrial,10/2/2013,33,31.95,33.25,31.95,1.72M,3.0%
AP,Industrial,10/3/2013,33,33,33,32.65,810.40K,0.0%
AP,Industrial,10/4/2013,33.9,32.8,34,32.65,3.69M,2.7%
AP,Industrial,10/7/2013,34.2,34,34.5,33.8,2.30M,0.9%
AP,Industrial,10/8/2013,34.2,34.4,34.4,34,660.60K,0.0%
AP,Industrial,10/9/2013,33.75,34.15,34.15,33.6,671.00K,-1.3%
AP,Industrial,10/10/2013,33.85,33.7,34.2,33.55,728.40K,0.3%
AP,Industrial,10/11/2013,34.9,34.1,34.9,34,1.70M,3.1%
AP,Industrial,10/14/2013,34.05,33.75,34.2,33.45,957.00K,-2.4%
AP,Industrial,10/16/2013,34.6,33.6,35,33.6,2.00M,1.6%
AP,Industrial,10/17/2013,35,34.9,35.1,34.55,6.68M,1.2%
AP,Industrial,10/18/2013,35,35,35.15,34.85,1.80M,0.0%
AP,Industrial,10/21/2013,35.05,34.5,35.05,34.5,1.52M,0.1%
AP,Industrial,10/22/2013,35,35.1,35.3,34.95,1.40M,-0.1%
AP,Industrial,10/23/2013,35.05,35,35.2,34.9,1.36M,0.1%
AP,Industrial,10/24/2013,34.3,35,35,34.3,848.70K,-2.1%
AP,Industrial,10/25/2013,33.5,34.5,34.5,33.3,1.68M,-2.3%
AP,Industrial,10/29/2013,33.55,33.5,33.55,33.4,1.62M,0.2%
AP,Industrial,10/30/2013,33.95,33.55,34,33.5,2.25M,1.2%
AP,Industrial,10/31/2013,34,33.95,34,33.3,2.32M,0.2%
AP,Industrial,11/4/2013,33.8,33.4,34.5,33.35,5.23M,-0.6%
AP,Industrial,11/5/2013,34,33.8,34.05,33.8,3.17M,0.6%
AP,Industrial,11/6/2013,33.95,33.95,34,33.95,2.17M,-0.2%
AP,Industrial,11/7/2013,33.75,33.95,34,33.4,390.90K,-0.6%
AP,Industrial,11/8/2013,33.5,33.4,33.75,33.3,1.43M,-0.7%
AP,Industrial,11/11/2013,33,33.5,33.5,32.65,1.90M,-1.5%
AP,Industrial,11/12/2013,33.75,33,33.9,33,1.45M,2.3%
AP,Industrial,11/13/2013,33.65,33.95,33.95,33.5,765.30K,-0.3%
AP,Industrial,11/14/2013,33.65,33.65,33.8,33.4,507.60K,0.0%
AP,Industrial,11/15/2013,33,33.5,33.95,33,1.47M,-1.9%
AP,Industrial,11/18/2013,33.5,33.05,33.6,33.05,1.63M,1.5%
AP,Industrial,11/19/2013,33.5,33.5,33.5,33.05,1.33M,0.0%
AP,Industrial,11/20/2013,33.9,33.45,33.9,33.35,2.23M,1.2%
AP,Industrial,11/21/2013,33.65,33.85,33.85,33.2,1.52M,-0.7%
AP,Industrial,11/22/2013,33.45,33.6,33.6,33,967.90K,-0.6%
AP,Industrial,11/25/2013,33.25,32.8,33.4,32.8,492.90K,-0.6%
AP,Industrial,11/26/2013,33.5,33,33.5,32.2,2.61M,0.8%
AP,Industrial,11/27/2013,32.45,33.45,33.45,32.45,2.04M,-3.1%
AP,Industrial,11/28/2013,33.25,33,33.4,33,1.44M,2.5%
AP,Industrial,11/29/2013,33.25,33,33.25,32.55,1.33M,0.0%
AP,Industrial,12/2/2013,33.5,33.25,33.8,33.25,3.19M,0.8%
AP,Industrial,12/3/2013,33,33.55,33.55,32.8,1.54M,-1.5%
AP,Industrial,12/4/2013,33,32.8,33.05,32.8,2.39M,0.0%
AP,Industrial,12/5/2013,33,33,33.05,32.9,3.15M,0.0%
AP,Industrial,12/6/2013,33,33.1,33.1,32.8,1.86M,0.0%
AP,Industrial,12/9/2013,33,33,33,32.9,4.21M,0.0%
AP,Industrial,12/10/2013,32.95,33,33.8,32.85,3.08M,-0.2%
AP,Industrial,12/11/2013,33,33,33.5,32.9,3.57M,0.2%
AP,Industrial,12/12/2013,32.45,32.5,32.85,32.15,1.93M,-1.7%
AP,Industrial,12/13/2013,32.25,32.85,32.85,31.75,2.43M,-0.6%
AP,Industrial,12/16/2013,33.05,32.45,33.05,32.25,1.26M,2.5%
AP,Industrial,12/17/2013,34.3,33.5,34.3,33.4,3.93M,3.8%
AP,Industrial,12/18/2013,34.35,34.35,34.35,33.05,870.90K,0.2%
AP,Industrial,12/19/2013,33.65,34.35,34.6,33.65,2.12M,-2.0%
AP,Industrial,12/20/2013,33,34.4,34.4,33,1.96M,-1.9%
AP,Industrial,12/23/2013,33.5,33.9,33.9,33.1,1.02M,1.5%
AP,Industrial,12/26/2013,33.8,33.5,34.9,33.5,5.93M,0.9%
AP,Industrial,12/27/2013,34,34.5,34.5,34,1.88M,0.6%
AP,Industrial,1/2/2014,34,34,34,33.3,1.24M,0.0%
AP,Industrial,1/3/2014,33.9,33.95,34.2,33.65,2.04M,-0.3%
AP,Industrial,1/6/2014,34.35,34.4,34.55,34.15,1.16M,1.3%
AP,Industrial,1/7/2014,34.35,34.3,34.65,34.3,1.76M,0.0%
AP,Industrial,1/8/2014,35,34.75,35.2,34.55,2.17M,1.9%
AP,Industrial,1/9/2014,34.9,35.2,35.2,34.65,1.17M,-0.3%
AP,Industrial,1/10/2014,35,35.2,35.6,34.8,5.21M,0.3%
AP,Industrial,1/13/2014,35.45,35.5,35.5,35.2,3.52M,1.3%
AP,Industrial,1/14/2014,35.35,35.4,35.45,35.1,2.64M,-0.3%
AP,Industrial,1/15/2014,35.8,35.55,36,35.5,5.28M,1.3%
AP,Industrial,1/16/2014,35.8,35.8,35.95,35.5,4.22M,0.0%
AP,Industrial,1/17/2014,35.8,35.85,35.9,35.55,2.90M,0.0%
AP,Industrial,1/20/2014,35.7,36,36,35.6,900.80K,-0.3%
AP,Industrial,1/21/2014,35.8,35.8,35.85,35.65,4.40M,0.3%
AP,Industrial,1/22/2014,36.05,35.8,36.2,35.55,4.74M,0.7%
AP,Industrial,1/23/2014,37,36.1,37.1,36.1,2.08M,2.6%
AP,Industrial,1/24/2014,36.65,37,37,36.3,2.52M,-1.0%
AP,Industrial,1/27/2014,36.1,36.15,36.35,35.7,3.23M,-1.5%
AP,Industrial,1/28/2014,36,36,36.5,35.95,2.95M,-0.3%
AP,Industrial,1/29/2014,35.9,36,36.1,35.9,2.09M,-0.3%
AP,Industrial,1/30/2014,35.95,35.7,36.2,35.7,5.07M,0.1%
AP,Industrial,2/3/2014,35.25,35.95,35.95,34.6,5.40M,-2.0%
AP,Industrial,2/4/2014,34.35,35.3,35.3,34.2,6.53M,-2.6%
AP,Industrial,2/5/2014,34.26,34.01,34.6,34.01,3.98M,-0.3%
AP,Industrial,2/6/2014,35.3,34.75,35.59,34.6,5.24M,3.0%
AP,Industrial,2/7/2014,35.59,35.59,36.34,35.54,4.40M,0.8%
AP,Industrial,2/10/2014,35.45,35.69,36.04,35.4,4.13M,-0.4%
AP,Industrial,2/11/2014,35.59,35.25,35.74,35.25,8.71M,0.4%
AP,Industrial,2/12/2014,35.89,35.84,36.19,35.79,1.23M,0.8%
AP,Industrial,2/13/2014,35.89,36.19,36.19,35.49,1.48M,0.0%
AP,Industrial,2/14/2014,35.89,35.89,36.09,35.59,1.62M,0.0%
AP,Industrial,2/17/2014,36.48,35.94,36.58,35.94,1.29M,1.6%
AP,Industrial,2/18/2014,36.53,36.58,36.83,36.53,1.60M,0.1%
AP,Industrial,2/19/2014,37.67,36.53,37.82,36.53,5.31M,3.1%
AP,Industrial,2/20/2014,37.77,37.82,37.87,36.98,3.37M,0.3%
AP,Industrial,2/21/2014,37.08,37.87,37.87,36.48,2.84M,-1.8%
AP,Industrial,2/24/2014,37.47,37.22,37.77,36.98,2.32M,1.1%
AP,Industrial,2/25/2014,37.57,37.77,37.77,37.47,3.84M,0.3%
AP,Industrial,2/26/2014,38.07,37.32,38.16,36.88,4.96M,1.3%
AP,Industrial,2/27/2014,37.82,38.21,38.21,37.32,1.46M,-0.7%
AP,Industrial,2/28/2014,38.41,38.16,38.41,37.67,3.56M,1.6%
AP,Industrial,3/3/2014,40.54,38.41,40.73,37.97,13.08M,5.6%
AP,Industrial,3/4/2014,40.54,38.86,40.54,38.86,3.80M,0.0%
AP,Industrial,3/5/2014,40.93,40.69,41.13,40.69,6.73M,1.0%
AP,Industrial,3/6/2014,41.77,40.93,42.12,40.93,5.90M,2.1%
AP,Industrial,3/7/2014,41.03,41.67,42.02,40.93,4.06M,-1.8%
AP,Industrial,3/10/2014,41.18,41.03,41.28,40.88,4.64M,0.4%
AP,Industrial,3/11/2014,41.33,41.28,41.72,41.13,3.21M,0.4%
AP,Industrial,3/12/2014,41.03,41.28,41.28,40.88,5.21M,-0.7%
AP,Industrial,3/13/2014,40.04,40.78,40.83,39.4,2.34M,-2.4%
AP,Industrial,3/14/2014,39.45,39.6,40.24,38.86,5.24M,-1.5%
AP,Industrial,3/17/2014,39.1,39.3,39.55,39.1,5.12M,-0.9%
AP,Industrial,3/18/2014,39.3,39.15,39.35,39.1,5.85M,0.5%
AP,Industrial,3/19/2014,39.45,39.55,39.99,39.4,37.08M,0.4%
AP,Industrial,3/20/2014,38.36,38.31,38.41,37.57,5.00M,-2.8%
AP,Industrial,3/21/2014,37.62,38.46,38.46,37.57,4.04M,-1.9%
AP,Industrial,3/24/2014,37.62,38.11,38.11,37.32,1.42M,0.0%
AP,Industrial,3/25/2014,36.98,37.82,37.82,36.93,7.45M,-1.7%
AP,Industrial,3/26/2014,36.98,37.08,37.18,36.93,4.43M,0.0%
AP,Industrial,3/27/2014,37.03,37.08,38.07,36.88,1.70M,0.1%
AP,Industrial,3/28/2014,37.22,37.32,37.32,36.88,6.41M,0.5%
AP,Industrial,3/31/2014,36.78,37.32,37.67,36.63,8.40M,-1.2%
AP,Industrial,4/1/2014,37.92,37.52,38.21,37.08,7.42M,3.1%
AP,Industrial,4/2/2014,37.97,38.36,38.51,37.77,2.55M,0.1%
AP,Industrial,4/3/2014,37.57,37.67,37.97,37.22,2.15M,-1.1%
AP,Industrial,4/4/2014,37.22,37.37,37.67,37.08,2.74M,-0.9%
AP,Industrial,4/7/2014,37.52,37.37,37.72,37.22,1.34M,0.8%
AP,Industrial,4/8/2014,37.32,37.52,37.62,37.27,5.22M,-0.5%
AP,Industrial,4/10/2014,37.57,37.77,37.97,37.47,6.94M,0.7%
AP,Industrial,4/11/2014,37.57,37.57,37.97,37.37,3.00M,0.0%
AP,Industrial,4/14/2014,37.37,37.87,37.87,37.32,4.79M,-0.5%
AP,Industrial,4/15/2014,37.27,37.47,37.47,37.08,3.18M,-0.3%
AP,Industrial,4/16/2014,36.98,37.32,37.32,36.78,4.84M,-0.8%
AP,Industrial,4/21/2014,37.08,36.98,37.27,36.93,1.77M,0.3%
AP,Industrial,4/22/2014,36.98,37.52,37.52,36.98,3.06M,-0.3%
AP,Industrial,4/23/2014,36.98,36.98,37.08,36.88,3.82M,0.0%
AP,Industrial,4/24/2014,36.19,36.78,36.88,36.04,3.87M,-2.1%
AP,Industrial,4/25/2014,35.89,36.24,36.73,35.89,1.67M,-0.8%
AP,Industrial,4/28/2014,35.4,36.04,36.09,35.2,2.28M,-1.4%
AP,Industrial,4/29/2014,35.89,35.59,36.09,35.59,4.92M,1.4%
AP,Industrial,4/30/2014,36.09,36.09,36.58,36.04,3.06M,0.6%
AP,Industrial,5/2/2014,36.24,35.79,36.24,35.79,4.74M,0.4%
AP,Industrial,5/5/2014,35.99,36.29,36.29,35.99,1.79M,-0.7%
AP,Industrial,5/6/2014,35.94,36.58,36.58,35.89,2.88M,-0.1%
AP,Industrial,5/7/2014,35.99,36.04,36.19,35.89,1.69M,0.1%
AP,Industrial,5/8/2014,35.89,36.34,36.34,35.84,2.78M,-0.3%
AP,Industrial,5/9/2014,36.73,36.34,36.88,36.34,7.47M,2.3%
AP,Industrial,5/12/2014,36.88,37.03,37.03,36.58,1.38M,0.4%
AP,Industrial,5/13/2014,37.52,37.18,37.67,37.18,5.21M,1.7%
AP,Industrial,5/14/2014,37.47,37.57,38.11,37.37,4.23M,-0.1%
AP,Industrial,5/15/2014,36.34,37.52,37.52,36.24,4.09M,-3.0%
AP,Industrial,5/16/2014,37.27,36.34,37.27,36.34,3.41M,2.6%
AP,Industrial,5/19/2014,37.27,37.32,37.67,37.22,1.76M,0.0%
AP,Industrial,5/20/2014,37.27,37.47,37.62,37.18,2.26M,0.0%
AP,Industrial,5/21/2014,36.38,37.27,37.27,36.38,1.63M,-2.4%
AP,Industrial,5/22/2014,36.83,36.88,37.22,36.38,931.80K,1.2%
AP,Industrial,5/23/2014,37.27,37.27,37.27,36.24,3.20M,1.2%
AP,Industrial,5/26/2014,36.88,37.18,37.18,36.58,2.24M,-1.1%
AP,Industrial,5/27/2014,36.73,36.88,37.03,36.58,1.38M,-0.4%
AP,Industrial,5/28/2014,36.73,36.88,37.47,36.73,2.82M,0.0%
AP,Industrial,5/29/2014,36.58,36.98,36.98,36.29,3.56M,-0.4%
AP,Industrial,5/30/2014,35.59,36.63,36.83,35.4,26.13M,-2.7%
AP,Industrial,6/2/2014,36.09,35.69,36.34,35.64,4.53M,1.4%
AP,Industrial,6/3/2014,36.38,36.19,36.53,36.04,4.94M,0.8%
AP,Industrial,6/4/2014,36.19,36.14,36.43,36.04,4.45M,-0.5%
AP,Industrial,6/5/2014,36.19,36.24,36.38,35.94,4.75M,0.0%
AP,Industrial,6/6/2014,36.14,36.19,36.19,35.84,1.79M,-0.1%
AP,Industrial,6/9/2014,36.09,36.14,36.53,35.94,2.80M,-0.1%
AP,Industrial,6/10/2014,36.19,36.09,36.34,36.04,1.22M,0.3%
AP,Industrial,6/11/2014,36.24,36.09,36.29,36.09,2.92M,0.1%
AP,Industrial,6/13/2014,36.19,36.24,36.29,35.79,1.88M,-0.1%
AP,Industrial,6/16/2014,35.99,36.29,36.29,35.84,1.27M,-0.6%
AP,Industrial,6/17/2014,35.59,35.99,36.09,35.49,4.80M,-1.1%
AP,Industrial,6/18/2014,35.94,35.59,35.94,35.4,1.65M,1.0%
AP,Industrial,6/19/2014,35.59,35.79,35.84,35.45,980.30K,-1.0%
AP,Industrial,6/20/2014,35.79,35.59,35.89,35.59,1.66M,0.6%
AP,Industrial,6/23/2014,36.04,35.79,36.09,35.79,1.02M,0.7%
AP,Industrial,6/24/2014,36.48,35.94,36.78,35.94,2.07M,1.2%
AP,Industrial,6/25/2014,36.78,36.43,37.08,36.14,2.37M,0.8%
AP,Industrial,6/26/2014,36.78,36.98,37.22,36.63,2.26M,0.0%
AP,Industrial,6/27/2014,36.58,36.78,37.03,36.53,2.04M,-0.5%
AP,Industrial,6/30/2014,36.24,36.58,36.78,36.24,1.29M,-0.9%
AP,Industrial,7/1/2014,36.48,36.78,36.78,36.38,438.80K,0.7%
AP,Industrial,7/2/2014,36.29,36.48,36.48,36.09,1.20M,-0.5%
AP,Industrial,7/3/2014,36.78,36.53,36.88,36.34,1.48M,1.4%
AP,Industrial,7/4/2014,36.63,36.78,37.27,36.63,1.93M,-0.4%
AP,Industrial,7/7/2014,36.14,37.08,37.13,36.14,2.38M,-1.3%
AP,Industrial,7/8/2014,35.89,36.34,36.58,35.79,4.20M,-0.7%
AP,Industrial,7/9/2014,36.04,35.94,36.43,35.94,1.50M,0.4%
AP,Industrial,7/10/2014,35.99,36.04,36.09,35.89,2.34M,-0.1%
AP,Industrial,7/11/2014,36.04,35.99,36.43,35.89,1.35M,0.1%
AP,Industrial,7/14/2014,35.64,35.99,36.04,35.64,1.90M,-1.1%
AP,Industrial,7/15/2014,35.59,35.69,35.89,35.49,2.50M,-0.1%
AP,Industrial,7/17/2014,35.64,35.59,35.84,35.49,2.43M,0.1%
AP,Industrial,7/18/2014,35.69,35.64,35.79,35.59,3.62M,0.1%
AP,Industrial,7/21/2014,35.89,36.04,36.04,35.74,2.21M,0.6%
AP,Industrial,7/22/2014,36.29,36.04,36.43,35.84,3.56M,1.1%
AP,Industrial,7/23/2014,36.73,36.34,37.08,36.34,2.02M,1.2%
AP,Industrial,7/24/2014,36.68,36.73,36.78,36.58,2.96M,-0.1%
AP,Industrial,7/25/2014,37.08,36.78,37.22,36.68,1.46M,1.1%
AP,Industrial,7/28/2014,36.38,36.88,37.08,36.34,625.00K,-1.9%
AP,Industrial,7/30/2014,36.34,36.38,36.78,36.34,4.21M,-0.1%
AP,Industrial,7/31/2014,36.29,36.58,36.58,36.24,4.52M,-0.1%
AP,Industrial,8/1/2014,36.58,36.29,36.73,36.19,1.68M,0.8%
AP,Industrial,8/4/2014,37.08,36.63,37.08,36.58,4.16M,1.4%
AP,Industrial,8/5/2014,36.48,37.08,37.13,36.43,2.63M,-1.6%
AP,Industrial,8/6/2014,36.48,36.48,36.63,36.38,5.65M,0.0%
AP,Industrial,8/7/2014,36.48,36.58,36.68,36.43,1.43M,0.0%
AP,Industrial,8/8/2014,36.09,36.48,36.73,35.94,4.37M,-1.1%
AP,Industrial,8/11/2014,36.78,36.34,36.78,36.34,1.89M,1.9%
AP,Industrial,8/12/2014,37.03,36.83,37.37,36.78,5.91M,0.7%
AP,Industrial,8/13/2014,37.18,37.13,37.27,37.08,3.19M,0.4%
AP,Industrial,8/14/2014,37.32,37.37,37.77,37.32,2.62M,0.4%
AP,Industrial,8/15/2014,36.93,37.32,37.32,36.83,1.63M,-1.1%
AP,Industrial,8/18/2014,37.08,36.98,37.27,36.93,3.38M,0.4%
AP,Industrial,8/19/2014,38.07,37.13,38.21,36.68,3.30M,2.7%
AP,Industrial,8/20/2014,38.56,38.51,38.76,38.36,8.73M,1.3%
AP,Industrial,8/22/2014,38.56,38.66,38.86,38.36,3.22M,0.0%
AP,Industrial,8/26/2014,38.41,38.51,38.56,37.72,2.64M,-0.4%
AP,Industrial,8/27/2014,38.46,38.41,38.96,38.36,4.58M,0.1%
AP,Industrial,8/28/2014,38.16,38.46,38.71,37.67,1.41M,-0.8%
AP,Industrial,8/29/2014,37.08,38.31,38.36,37.08,7.30M,-2.8%
AP,Industrial,9/1/2014,37.57,37.57,38.02,37.47,2.75M,1.3%
AP,Industrial,9/2/2014,37.13,37.62,37.82,37.08,2.90M,-1.2%
AP,Industrial,9/3/2014,37.72,37.52,38.21,37.47,1.90M,1.6%
AP,Industrial,9/4/2014,37.97,37.72,38.07,37.67,3.42M,0.7%
AP,Industrial,9/5/2014,38.51,37.87,38.56,37.87,3.67M,1.4%
AP,Industrial,9/8/2014,38.36,38.51,38.51,38.36,2.39M,-0.4%
AP,Industrial,9/9/2014,38.31,38.46,38.51,38.26,2.06M,-0.1%
AP,Industrial,9/10/2014,38.16,38.31,38.36,38.07,1.46M,-0.4%
AP,Industrial,9/11/2014,38.16,38.26,38.41,38.16,923.50K,0.0%
AP,Industrial,9/12/2014,38.51,38.16,38.56,38.16,5.14M,0.9%
AP,Industrial,9/15/2014,38.51,38.51,38.81,38.21,5.32M,0.0%
AP,Industrial,9/16/2014,39.1,38.51,39.2,38.36,6.54M,1.5%
AP,Industrial,9/17/2014,39.45,39.1,39.8,39.1,3.60M,0.9%
AP,Industrial,9/18/2014,39.7,39.45,39.8,39.05,2.47M,0.6%
AP,Industrial,9/22/2014,39.7,39.4,39.94,39.05,3.20M,0.0%
AP,Industrial,9/23/2014,39.45,39.1,39.6,39.1,2.29M,-0.6%
AP,Industrial,9/24/2014,39.3,39.65,39.65,39.15,1.08M,-0.4%
AP,Industrial,9/25/2014,39.3,39.3,39.55,39.15,946.20K,0.0%
AP,Industrial,9/26/2014,39.05,39.3,39.55,38.51,1.84M,-0.6%
AP,Industrial,9/29/2014,39.75,39.25,39.75,39.05,2.42M,1.8%
AP,Industrial,9/30/2014,40.29,39.8,40.49,39.3,4.83M,1.4%
AP,Industrial,10/1/2014,40.64,40.14,40.83,39.55,4.25M,0.9%
AP,Industrial,10/2/2014,40.44,40.29,40.59,39.84,14.32M,-0.5%
AP,Industrial,10/3/2014,40.54,40.34,40.78,40.14,2.78M,0.3%
AP,Industrial,10/7/2014,40.64,40.64,41.28,40.54,3.68M,0.3%
AP,Industrial,10/8/2014,40.59,40.59,40.64,40.39,3.12M,-0.1%
AP,Industrial,10/9/2014,40.54,40.59,40.88,40.49,3.22M,-0.1%
AP,Industrial,10/10/2014,40.83,40.34,40.83,39.55,2.49M,0.7%
AP,Industrial,10/13/2014,39.7,39.65,39.84,39.35,2.79M,-2.8%
AP,Industrial,10/14/2014,39.5,39.4,39.5,38.46,7.46M,-0.5%
AP,Industrial,10/15/2014,39.65,38.96,40.04,38.96,4.40M,0.4%
AP,Industrial,10/16/2014,39.99,39.45,40.49,39.2,5.55M,0.9%
AP,Industrial,10/17/2014,38.56,39.99,39.99,38.02,16.23M,-3.6%
AP,Industrial,10/20/2014,38.96,38.66,39.2,38.66,2.46M,1.0%
AP,Industrial,10/21/2014,39.5,38.96,39.55,38.96,2.95M,1.4%
AP,Industrial,10/22/2014,40.04,39.55,40.04,39.5,2.09M,1.4%
AP,Industrial,10/23/2014,40.04,40.04,40.04,39.55,2.05M,0.0%
AP,Industrial,10/24/2014,39.99,40.24,40.24,39.6,1.92M,-0.1%
AP,Industrial,10/27/2014,39.8,39.99,39.99,39.65,1.73M,-0.5%
AP,Industrial,10/28/2014,39.99,39.8,40.04,39.55,2.53M,0.5%
AP,Industrial,10/29/2014,39.94,39.89,39.94,39.5,1.79M,-0.1%
AP,Industrial,10/30/2014,40.14,39.84,40.14,39.5,2.01M,0.5%
AP,Industrial,10/31/2014,40.54,40.24,40.54,39.99,2.14M,1.0%
AP,Industrial,11/3/2014,40.49,40.64,40.64,40.14,1.90M,-0.1%
AP,Industrial,11/4/2014,40.49,40.49,40.54,40.29,1.80M,0.0%
AP,Industrial,11/5/2014,40.44,40.54,40.59,40.29,3.00M,-0.1%
AP,Industrial,11/6/2014,40.29,40.34,40.44,40.19,2.52M,-0.4%
AP,Industrial,11/7/2014,40.29,40.14,40.59,40.14,1.89M,0.0%
AP,Industrial,11/10/2014,40.24,40.44,40.44,40.14,2.94M,-0.1%
AP,Industrial,11/11/2014,40.04,40.39,40.39,39.8,3.42M,-0.5%
AP,Industrial,11/12/2014,40.49,40.09,40.54,39.84,3.17M,1.1%
AP,Industrial,11/13/2014,40.54,40.44,40.59,39.75,3.96M,0.1%
AP,Industrial,11/14/2014,40.64,40.44,40.64,40.39,5.37M,0.3%
AP,Industrial,11/17/2014,40.98,40.59,41.28,40.59,4.56M,0.8%
AP,Industrial,11/18/2014,40.98,40.98,41.03,40.88,3.89M,0.0%
AP,Industrial,11/19/2014,41.03,41.23,41.28,40.93,2.99M,0.1%
AP,Industrial,11/20/2014,40.93,41.03,41.08,40.49,3.38M,-0.2%
AP,Industrial,11/21/2014,41.38,40.93,41.53,40.93,2.92M,1.1%
AP,Industrial,11/24/2014,41.38,41.48,41.53,41.33,3.61M,0.0%
AP,Industrial,11/25/2014,41.13,41.33,42.51,40.83,17.91M,-0.6%
AP,Industrial,11/26/2014,42.27,41.23,42.51,41.23,3.12M,2.8%
AP,Industrial,11/27/2014,41.77,42.51,42.51,41.33,897.80K,-1.2%
AP,Industrial,11/28/2014,41.72,41.77,41.97,41.43,905.20K,-0.1%
AP,Industrial,12/1/2014,41.92,41.72,41.97,41.62,3.87M,0.5%
AP,Industrial,12/2/2014,42.42,41.92,42.81,41.62,7.34M,1.2%
AP,Industrial,12/3/2014,42.32,42.37,42.51,42.32,1.77M,-0.2%
AP,Industrial,12/4/2014,42.17,42.27,42.27,41.97,1.75M,-0.4%
AP,Industrial,12/5/2014,41.53,41.53,41.62,40.93,3.68M,-1.5%
AP,Industrial,12/9/2014,41.33,41.03,41.53,41.03,1.35M,-0.5%
AP,Industrial,12/10/2014,41.92,40.83,42.47,40.73,1.39M,1.4%
AP,Industrial,12/11/2014,41.92,41.33,41.92,40.73,2.32M,0.0%
AP,Industrial,12/12/2014,42.37,41.72,42.37,41.38,1.65M,1.1%
AP,Industrial,12/15/2014,42.02,40.93,42.22,40.78,3.32M,-0.8%
AP,Industrial,12/16/2014,41.62,42.02,42.02,41.53,1.95M,-1.0%
